case,event,startTime,completeTime,REG_DATE,AMOUNT_REQ,resource,position,sT,cT,eventpos,case_index
187061,W_Nabellen offertes,2011/11/26 17:32:53.499,2011/11/26 17:57:39.491,2011/11/18 17:00:44.200,37500,10909,12,1322321573.499,1322323059.491,W_Nabellen offertes-12,54132
187061,W_Nabellen offertes,2011/11/28 16:32:06.180,2011/11/28 16:58:54.723,2011/11/18 17:00:44.200,37500,10909,13,1322490726.18,1322492334.723,W_Nabellen offertes-13,54133
187061,W_Nabellen offertes,2011/11/29 19:46:56.928,2011/11/29 20:09:11.540,2011/11/18 17:00:44.200,37500,10913,14,1322588816.928,1322590151.54,W_Nabellen offertes-14,54134
187061,W_Nabellen offertes,2011/11/29 20:21:40.827,2011/11/29 20:32:32.801,2011/11/18 17:00:44.200,37500,10913,15,1322590900.827,1322591552.801,W_Nabellen offertes-15,54135
187061,W_Nabellen offertes,2011/12/17 12:33:30.480,2011/12/17 12:33:39.059,2011/11/18 17:00:44.200,37500,11122,16,1324118010.48,1324118019.059,W_Nabellen offertes-16,54136
187061,W_Nabellen offertes,2011/12/17 14:35:30.332,2011/12/17 14:35:39.318,2011/11/18 17:00:44.200,37500,10939,17,1324125330.332,1324125339.318,W_Nabellen offertes-17,54137
187061,W_Nabellen offertes,2011/12/17 14:37:19.580,2011/12/17 14:37:31.304,2011/11/18 17:00:44.200,37500,10939,18,1324125439.58,1324125451.304,W_Nabellen offertes-18,54138
187061,W_Nabellen offertes,2011/12/17 14:59:53.817,2011/12/17 15:00:00.801,2011/11/18 17:00:44.200,37500,10939,19,1324126793.817,1324126800.801,W_Nabellen offertes-19,54139
187061,W_Nabellen offertes,2011/12/17 15:05:11.639,2011/12/17 15:05:20.535,2011/11/18 17:00:44.200,37500,10939,20,1324127111.639,1324127120.535,W_Nabellen offertes-20,54140
187061,W_Nabellen offertes,2011/12/17 17:25:55.417,2011/12/17 17:27:04.936,2011/11/18 17:00:44.200,37500,10913,21,1324135555.417,1324135624.936,W_Nabellen offertes-21,54141
187061,W_Nabellen offertes,2011/12/19 10:15:47.795,2011/12/19 10:15:47.795,2011/11/18 17:00:44.200,37500,10913,22,1324282547.795,1324282547.795,W_Nabellen offertes-22,54142
187061,A_CANCELLED,2011/12/19 10:15:47.797,2011/12/19 10:15:47.797,2011/11/18 17:00:44.200,37500,112,23,1324282547.797,1324282547.797,A_CANCELLED-23,54143
187061,O_CANCELLED,2011/12/19 10:15:47.797,2011/12/19 10:15:47.797,2011/11/18 17:00:44.200,37500,112,24,1324282547.797,1324282547.797,O_CANCELLED-24,54144
187058,A_SUBMITTED,2011/11/18 16:53:20.322,2011/11/18 16:53:20.322,2011/11/18 16:53:20.322,6000,112,1,1321628000.322,1321628000.322,A_SUBMITTED-1,54117
187058,A_PARTLYSUBMITTED,2011/11/18 16:53:20.534,2011/11/18 16:53:20.534,2011/11/18 16:53:20.322,6000,112,2,1321628000.534,1321628000.534,A_PARTLYSUBMITTED-2,54118
187058,W_Afhandelen leads,2011/11/18 17:25:59.416,2011/11/18 17:26:31.308,2011/11/18 16:53:20.322,6000,10629,3,1321629959.416,1321629991.308,W_Afhandelen leads-3,54119
187058,A_DECLINED,2011/11/18 17:26:28.302,2011/11/18 17:26:28.302,2011/11/18 16:53:20.322,6000,10629,4,1321629988.302,1321629988.302,A_DECLINED-4,54120
174391,A_SUBMITTED,2011/10/04 13:38:28.689,2011/10/04 13:38:28.689,2011/10/04 13:38:28.689,15000,112,1,1317728308.689,1317728308.689,A_SUBMITTED-1,3153
174391,A_PARTLYSUBMITTED,2011/10/04 13:38:29.300,2011/10/04 13:38:29.300,2011/10/04 13:38:28.689,15000,112,2,1317728309.3,1317728309.3,A_PARTLYSUBMITTED-2,3154
174391,A_DECLINED,2011/10/04 13:39:24.229,2011/10/04 13:39:24.229,2011/10/04 13:38:28.689,15000,112,3,1317728364.229,1317728364.229,A_DECLINED-3,3155
185443,A_SUBMITTED,2011/11/15 10:14:58.130,2011/11/15 10:14:58.130,2011/11/15 10:14:58.130,20000,112,1,1321344898.13,1321344898.13,A_SUBMITTED-1,48769
185443,A_PARTLYSUBMITTED,2011/11/15 10:14:58.367,2011/11/15 10:14:58.367,2011/11/15 10:14:58.130,20000,112,2,1321344898.367,1321344898.367,A_PARTLYSUBMITTED-2,48770
185443,W_Afhandelen leads,2011/11/15 11:07:52.934,2011/11/15 11:09:21.906,2011/11/15 10:14:58.130,20000,10910,3,1321348072.934,1321348161.906,W_Afhandelen leads-3,48771
185443,A_DECLINED,2011/11/15 11:09:18.209,2011/11/15 11:09:18.209,2011/11/15 10:14:58.130,20000,10910,4,1321348158.209,1321348158.209,A_DECLINED-4,48772
173757,A_SUBMITTED,2011/10/01 15:02:58.635,2011/10/01 15:02:58.635,2011/10/01 15:02:58.635,25000,112,1,1317474178.635,1317474178.635,A_SUBMITTED-1,415
173757,A_PARTLYSUBMITTED,2011/10/01 15:02:58.837,2011/10/01 15:02:58.837,2011/10/01 15:02:58.635,25000,112,2,1317474178.837,1317474178.837,A_PARTLYSUBMITTED-2,416
173757,A_DECLINED,2011/10/01 15:03:36.223,2011/10/01 15:03:36.223,2011/10/01 15:02:58.635,25000,112,3,1317474216.223,1317474216.223,A_DECLINED-3,417
185102,A_SUBMITTED,2011/11/14 09:57:06.416,2011/11/14 09:57:06.416,2011/11/14 09:57:06.416,10000,112,1,1321257426.416,1321257426.416,A_SUBMITTED-1,47438
185102,A_PARTLYSUBMITTED,2011/11/14 09:57:08.303,2011/11/14 09:57:08.303,2011/11/14 09:57:06.416,10000,112,2,1321257428.303,1321257428.303,A_PARTLYSUBMITTED-2,47439
185102,A_PREACCEPTED,2011/11/14 09:57:52.035,2011/11/14 09:57:52.035,2011/11/14 09:57:06.416,10000,112,3,1321257472.035,1321257472.035,A_PREACCEPTED-3,47440
185102,W_Completeren aanvraag,2011/11/14 13:37:57.191,2011/11/14 13:39:41.240,2011/11/14 09:57:06.416,10000,112,4,1321270677.191,1321270781.24,W_Completeren aanvraag-4,47441
185102,W_Completeren aanvraag,2011/11/14 18:52:08.150,2011/11/14 18:53:45.166,2011/11/14 09:57:06.416,10000,11203,5,1321289528.15,1321289625.166,W_Completeren aanvraag-5,47442
185102,W_Completeren aanvraag,2011/11/14 19:00:40.169,2011/11/14 19:00:58.316,2011/11/14 09:57:06.416,10000,10881,6,1321290040.169,1321290058.316,W_Completeren aanvraag-6,47443
185102,W_Completeren aanvraag,2011/11/14 19:18:37.889,2011/11/14 19:22:21.294,2011/11/14 09:57:06.416,10000,10881,7,1321291117.889,1321291341.294,W_Completeren aanvraag-7,47444
185102,A_DECLINED,2011/11/14 19:22:17.919,2011/11/14 19:22:17.919,2011/11/14 09:57:06.416,10000,10881,8,1321291337.919,1321291337.919,A_DECLINED-8,47445
194151,A_SUBMITTED,2011/12/16 22:04:52.792,2011/12/16 22:04:52.792,2011/12/16 22:04:52.792,8000,112,1,1324065892.792,1324065892.792,A_SUBMITTED-1,82080
194151,A_PARTLYSUBMITTED,2011/12/16 22:04:53.049,2011/12/16 22:04:53.049,2011/12/16 22:04:52.792,8000,112,2,1324065893.049,1324065893.049,A_PARTLYSUBMITTED-2,82081
194151,W_Afhandelen leads,2011/12/17 11:11:54.275,2011/12/17 11:22:55.695,2011/12/16 22:04:52.792,8000,11000,3,1324113114.275,1324113775.695,W_Afhandelen leads-3,82082
194151,A_PREACCEPTED,2011/12/17 11:22:54.355,2011/12/17 11:22:54.355,2011/12/16 22:04:52.792,8000,11000,4,1324113774.355,1324113774.355,A_PREACCEPTED-4,82083
194151,W_Completeren aanvraag,2011/12/17 13:24:45.092,2011/12/17 13:28:13.263,2011/12/16 22:04:52.792,8000,11000,5,1324121085.092,1324121293.263,W_Completeren aanvraag-5,82084
194151,W_Completeren aanvraag,2011/12/19 10:36:02.928,2011/12/19 10:41:41.313,2011/12/16 22:04:52.792,8000,11019,6,1324283762.928,1324284101.313,W_Completeren aanvraag-6,82085
194151,W_Completeren aanvraag,2011/12/19 10:41:46.039,2011/12/19 10:52:04.939,2011/12/16 22:04:52.792,8000,11019,7,1324284106.039,1324284724.939,W_Completeren aanvraag-7,82086
194151,A_ACCEPTED,2011/12/19 10:46:53.876,2011/12/19 10:46:53.876,2011/12/16 22:04:52.792,8000,11019,8,1324284413.876,1324284413.876,A_ACCEPTED-8,82087
194151,O_SELECTED,2011/12/19 10:52:01.915,2011/12/19 10:52:01.915,2011/12/16 22:04:52.792,8000,11019,9,1324284721.915,1324284721.915,O_SELECTED-9,82088
194151,A_FINALIZED,2011/12/19 10:52:01.916,2011/12/19 10:52:01.916,2011/12/16 22:04:52.792,8000,11019,10,1324284721.916,1324284721.916,A_FINALIZED-10,82089
194151,O_CREATED,2011/12/19 10:52:03.494,2011/12/19 10:52:03.494,2011/12/16 22:04:52.792,8000,11019,11,1324284723.494,1324284723.494,O_CREATED-11,82090
194151,O_SENT,2011/12/19 10:52:03.525,2011/12/19 10:52:03.525,2011/12/16 22:04:52.792,8000,11019,12,1324284723.525,1324284723.525,O_SENT-12,82091
194151,W_Nabellen offertes,2011/12/24 16:06:58.914,2011/12/24 16:09:39.325,2011/12/16 22:04:52.792,8000,10913,13,1324735618.914,1324735779.325,W_Nabellen offertes-13,82092
194151,W_Nabellen offertes,2011/12/28 14:37:55.555,2011/12/28 14:44:17.997,2011/12/16 22:04:52.792,8000,11189,14,1325075875.555,1325076257.997,W_Nabellen offertes-14,82093
194151,W_Nabellen offertes,2011/12/31 13:30:28.812,2011/12/31 13:31:01.944,2011/12/16 22:04:52.792,8000,11189,15,1325331028.812,1325331061.944,W_Nabellen offertes-15,82094
194151,W_Nabellen offertes,2011/12/31 13:35:30.921,2011/12/31 13:35:42.662,2011/12/16 22:04:52.792,8000,11189,16,1325331330.921,1325331342.662,W_Nabellen offertes-16,82095
194151,W_Nabellen offertes,2012/01/03 15:46:10.879,2012/01/03 15:49:41.301,2011/12/16 22:04:52.792,8000,10881,17,1325598370.879,1325598581.301,W_Nabellen offertes-17,82096
194151,A_CANCELLED,2012/01/03 15:49:38.951,2012/01/03 15:49:38.951,2011/12/16 22:04:52.792,8000,10881,18,1325598578.951,1325598578.951,A_CANCELLED-18,82097
194151,O_CANCELLED,2012/01/03 15:49:38.951,2012/01/03 15:49:38.951,2011/12/16 22:04:52.792,8000,10881,19,1325598578.951,1325598578.951,O_CANCELLED-19,82098
201791,A_SUBMITTED,2012/01/17 21:03:40.277,2012/01/17 21:03:40.277,2012/01/17 21:03:40.277,5000,112,1,1326827020.277,1326827020.277,A_SUBMITTED-1,114820
201791,A_PARTLYSUBMITTED,2012/01/17 21:03:40.384,2012/01/17 21:03:40.384,2012/01/17 21:03:40.277,5000,112,2,1326827020.384,1326827020.384,A_PARTLYSUBMITTED-2,114821
201791,A_DECLINED,2012/01/17 21:04:15.860,2012/01/17 21:04:15.860,2012/01/17 21:03:40.277,5000,112,3,1326827055.86,1326827055.86,A_DECLINED-3,114822
180481,A_SUBMITTED,2011/10/28 11:15:56.207,2011/10/28 11:15:56.207,2011/10/28 11:15:56.206,5000,112,1,1319793356.207,1319793356.207,A_SUBMITTED-1,28703
180481,A_PARTLYSUBMITTED,2011/10/28 11:15:57.007,2011/10/28 11:15:57.007,2011/10/28 11:15:56.206,5000,112,2,1319793357.007,1319793357.007,A_PARTLYSUBMITTED-2,28704
180481,A_PREACCEPTED,2011/10/28 11:16:34.738,2011/10/28 11:16:34.738,2011/10/28 11:15:56.206,5000,112,3,1319793394.738,1319793394.738,A_PREACCEPTED-3,28705
180481,W_Completeren aanvraag,2011/10/28 15:44:35.648,2011/10/28 15:48:50.750,2011/10/28 11:15:56.206,5000,11201,4,1319809475.648,1319809730.75,W_Completeren aanvraag-4,28706
180481,W_Completeren aanvraag,2011/10/28 17:53:09.944,2011/10/28 17:57:03.608,2011/10/28 11:15:56.206,5000,11181,5,1319817189.944,1319817423.608,W_Completeren aanvraag-5,28707
180481,W_Completeren aanvraag,2011/10/29 10:39:52.200,2011/10/29 10:44:03.131,2011/10/28 11:15:56.206,5000,11181,6,1319877592.2,1319877843.131,W_Completeren aanvraag-6,28708
180481,W_Completeren aanvraag,2011/10/31 10:13:27.603,2011/10/31 10:13:45.475,2011/10/28 11:15:56.206,5000,11180,7,1320048807.603,1320048825.475,W_Completeren aanvraag-7,28709
180481,W_Completeren aanvraag,2011/10/31 21:32:14.783,2011/10/31 21:33:33.979,2011/10/28 11:15:56.206,5000,11119,8,1320089534.783,1320089613.979,W_Completeren aanvraag-8,28710
180481,W_Completeren aanvraag,2011/11/01 20:13:38.585,2011/11/01 20:14:31.987,2011/10/28 11:15:56.206,5000,10909,9,1320171218.585,1320171271.987,W_Completeren aanvraag-9,28711
180481,W_Completeren aanvraag,2011/11/02 21:23:19.726,2011/11/02 21:32:45.519,2011/10/28 11:15:56.206,5000,11181,10,1320261799.726,1320262365.519,W_Completeren aanvraag-10,28712
180481,A_ACCEPTED,2011/11/02 21:30:11.648,2011/11/02 21:30:11.648,2011/10/28 11:15:56.206,5000,11181,11,1320262211.648,1320262211.648,A_ACCEPTED-11,28713
180481,A_FINALIZED,2011/11/02 21:32:42.299,2011/11/02 21:32:42.299,2011/10/28 11:15:56.206,5000,11181,12,1320262362.299,1320262362.299,A_FINALIZED-12,28714
180481,O_SELECTED,2011/11/02 21:32:42.299,2011/11/02 21:32:42.299,2011/10/28 11:15:56.206,5000,11181,13,1320262362.299,1320262362.299,O_SELECTED-13,28715
180481,O_CREATED,2011/11/02 21:32:43.505,2011/11/02 21:32:43.505,2011/10/28 11:15:56.206,5000,11181,14,1320262363.505,1320262363.505,O_CREATED-14,28716
180481,O_SENT,2011/11/02 21:32:43.534,2011/11/02 21:32:43.534,2011/10/28 11:15:56.206,5000,11181,15,1320262363.534,1320262363.534,O_SENT-15,28717
180481,W_Nabellen offertes,2011/11/02 21:32:59.761,2011/11/02 21:34:39.605,2011/10/28 11:15:56.206,5000,11181,16,1320262379.761,1320262479.605,W_Nabellen offertes-16,28718
180481,W_Nabellen offertes,2011/11/10 18:51:14.216,2011/11/10 18:53:32.101,2011/10/28 11:15:56.206,5000,11181,17,1320943874.216,1320944012.101,W_Nabellen offertes-17,28719
180481,W_Nabellen offertes,2011/11/14 13:04:26.234,2011/11/14 13:05:12.812,2011/10/28 11:15:56.206,5000,11049,18,1321268666.234,1321268712.812,W_Nabellen offertes-18,28720
180481,O_SENT_BACK,2011/11/14 13:05:11.626,2011/11/14 13:05:11.626,2011/10/28 11:15:56.206,5000,11049,19,1321268711.626,1321268711.626,O_SENT_BACK-19,28721
180481,W_Valideren aanvraag,2011/11/15 13:52:30.099,2011/11/15 13:59:34.694,2011/10/28 11:15:56.206,5000,10138,20,1321357950.099,1321358374.694,W_Valideren aanvraag-20,28722
180481,W_Valideren aanvraag,2011/11/15 14:54:27.538,2011/11/15 15:13:01.105,2011/10/28 11:15:56.206,5000,10138,21,1321361667.538,1321362781.105,W_Valideren aanvraag-21,28723
180481,W_Nabellen incomplete dossiers,2011/11/15 15:18:37.828,2011/11/15 15:23:45.686,2011/10/28 11:15:56.206,5000,11169,22,1321363117.828,1321363425.686,W_Nabellen incomplete dossiers-22,28724
180481,W_Nabellen incomplete dossiers,2011/11/15 16:04:13.556,2011/11/15 16:05:07.067,2011/10/28 11:15:56.206,5000,10939,23,1321365853.556,1321365907.067,W_Nabellen incomplete dossiers-23,28725
180481,W_Nabellen incomplete dossiers,2011/11/16 21:49:15.146,2011/11/16 21:49:35.121,2011/10/28 11:15:56.206,5000,10881,24,1321472955.146,1321472975.121,W_Nabellen incomplete dossiers-24,28726
180481,W_Nabellen incomplete dossiers,2011/11/17 15:05:36.374,2011/11/17 15:05:37.762,2011/10/28 11:15:56.206,5000,11169,25,1321535136.374,1321535137.762,W_Nabellen incomplete dossiers-25,28727
180481,W_Nabellen incomplete dossiers,2011/11/17 15:06:29.168,2011/11/17 15:06:29.168,2011/10/28 11:15:56.206,5000,11169,26,1321535189.168,1321535189.168,W_Nabellen incomplete dossiers-26,28728
180481,O_CANCELLED,2011/11/17 15:06:29.170,2011/11/17 15:06:29.170,2011/10/28 11:15:56.206,5000,11049,27,1321535189.17,1321535189.17,O_CANCELLED-27,28729
180481,A_CANCELLED,2011/11/17 15:06:29.170,2011/11/17 15:06:29.170,2011/10/28 11:15:56.206,5000,11049,28,1321535189.17,1321535189.17,A_CANCELLED-28,28730
180517,A_SUBMITTED,2011/10/28 13:55:38.979,2011/10/28 13:55:38.979,2011/10/28 13:55:38.979,5000,112,1,1319802938.979,1319802938.979,A_SUBMITTED-1,28810
180517,A_PARTLYSUBMITTED,2011/10/28 13:55:39.300,2011/10/28 13:55:39.300,2011/10/28 13:55:38.979,5000,112,2,1319802939.3,1319802939.3,A_PARTLYSUBMITTED-2,28811
180517,A_PREACCEPTED,2011/10/28 13:56:13.898,2011/10/28 13:56:13.898,2011/10/28 13:55:38.979,5000,112,3,1319802973.898,1319802973.898,A_PREACCEPTED-3,28812
180517,W_Completeren aanvraag,2011/10/28 16:14:50.566,2011/10/28 16:16:33.856,2011/10/28 13:55:38.979,5000,11201,4,1319811290.566,1319811393.856,W_Completeren aanvraag-4,28813
180517,W_Completeren aanvraag,2011/10/28 18:08:46.322,2011/10/28 18:08:54.839,2011/10/28 13:55:38.979,5000,11203,5,1319818126.322,1319818134.839,W_Completeren aanvraag-5,28814
180517,W_Completeren aanvraag,2011/10/28 18:59:31.004,2011/10/28 19:17:08.191,2011/10/28 13:55:38.979,5000,11181,6,1319821171.004,1319822228.191,W_Completeren aanvraag-6,28815
180517,A_ACCEPTED,2011/10/28 19:12:43.863,2011/10/28 19:12:43.863,2011/10/28 13:55:38.979,5000,11181,7,1319821963.863,1319821963.863,A_ACCEPTED-7,28816
180517,O_SELECTED,2011/10/28 19:17:04.940,2011/10/28 19:17:04.940,2011/10/28 13:55:38.979,5000,11181,8,1319822224.94,1319822224.94,O_SELECTED-8,28817
180517,A_FINALIZED,2011/10/28 19:17:04.940,2011/10/28 19:17:04.940,2011/10/28 13:55:38.979,5000,11181,9,1319822224.94,1319822224.94,A_FINALIZED-9,28818
180517,O_CREATED,2011/10/28 19:17:06.062,2011/10/28 19:17:06.062,2011/10/28 13:55:38.979,5000,11181,10,1319822226.062,1319822226.062,O_CREATED-10,28819
180517,O_SENT,2011/10/28 19:17:06.084,2011/10/28 19:17:06.084,2011/10/28 13:55:38.979,5000,11181,11,1319822226.084,1319822226.084,O_SENT-11,28820
180517,W_Nabellen offertes,2011/10/28 19:18:24.856,2011/10/28 19:18:46.037,2011/10/28 13:55:38.979,5000,11181,12,1319822304.856,1319822326.037,W_Nabellen offertes-12,28821
180517,W_Nabellen offertes,2011/11/05 14:30:51.178,2011/11/05 14:42:59.553,2011/10/28 13:55:38.979,5000,11002,13,1320496251.178,1320496979.553,W_Nabellen offertes-13,28822
180517,W_Nabellen offertes,2011/11/14 17:33:05.928,2011/11/14 17:34:50.952,2011/10/28 13:55:38.979,5000,10863,14,1321284785.928,1321284890.952,W_Nabellen offertes-14,28823
180517,W_Nabellen offertes,2011/11/18 21:11:04.901,2011/11/18 21:12:24.115,2011/10/28 13:55:38.979,5000,11203,15,1321643464.901,1321643544.115,W_Nabellen offertes-15,28824
180517,W_Nabellen offertes,2011/11/21 16:45:47.250,2011/11/21 16:49:03.204,2011/10/28 13:55:38.979,5000,11180,16,1321886747.25,1321886943.204,W_Nabellen offertes-16,28825
180517,W_Nabellen offertes,2011/11/25 18:38:10.018,2011/11/25 18:41:37.481,2011/10/28 13:55:38.979,5000,11203,17,1322239090.018,1322239297.481,W_Nabellen offertes-17,28826
180517,W_Nabellen offertes,2011/11/26 12:48:54.839,2011/11/26 12:49:02.158,2011/10/28 13:55:38.979,5000,11000,18,1322304534.839,1322304542.158,W_Nabellen offertes-18,28827
180517,W_Nabellen offertes,2011/11/26 17:46:04.020,2011/11/26 17:46:17.692,2011/10/28 13:55:38.979,5000,10913,19,1322322364.02,1322322377.692,W_Nabellen offertes-19,28828
180517,W_Nabellen offertes,2011/11/28 10:15:08.719,2011/11/28 10:15:08.719,2011/10/28 13:55:38.979,5000,10913,20,1322468108.719,1322468108.719,W_Nabellen offertes-20,28829
180517,O_CANCELLED,2011/11/28 10:15:08.721,2011/11/28 10:15:08.721,2011/10/28 13:55:38.979,5000,112,21,1322468108.721,1322468108.721,O_CANCELLED-21,28830
180517,A_CANCELLED,2011/11/28 10:15:08.721,2011/11/28 10:15:08.721,2011/10/28 13:55:38.979,5000,112,22,1322468108.721,1322468108.721,A_CANCELLED-22,28831
208628,A_SUBMITTED,2012/02/12 20:00:26.832,2012/02/12 20:00:26.832,2012/02/12 20:00:26.832,35000,112,1,1329069626.832,1329069626.832,A_SUBMITTED-1,143880
208628,A_PARTLYSUBMITTED,2012/02/12 20:00:28.137,2012/02/12 20:00:28.137,2012/02/12 20:00:26.832,35000,112,2,1329069628.137,1329069628.137,A_PARTLYSUBMITTED-2,143881
208628,W_Afhandelen leads,2012/02/13 10:18:28.855,2012/02/13 10:20:26.422,2012/02/12 20:00:26.832,35000,112,3,1329121108.855,1329121226.422,W_Afhandelen leads-3,143882
208628,A_PREACCEPTED,2012/02/13 10:20:25.330,2012/02/13 10:20:25.330,2012/02/12 20:00:26.832,35000,11202,4,1329121225.33,1329121225.33,A_PREACCEPTED-4,143883
208628,W_Completeren aanvraag,2012/02/13 15:53:18.188,2012/02/13 16:07:00.920,2012/02/12 20:00:26.832,35000,11203,5,1329141198.188,1329142020.92,W_Completeren aanvraag-5,143884
208628,W_Completeren aanvraag,2012/02/14 12:16:58.585,2012/02/14 12:17:09.965,2012/02/12 20:00:26.832,35000,11009,6,1329214618.585,1329214629.965,W_Completeren aanvraag-6,143885
208628,W_Completeren aanvraag,2012/02/14 12:59:11.544,2012/02/14 13:24:18.827,2012/02/12 20:00:26.832,35000,10913,7,1329217151.544,1329218658.827,W_Completeren aanvraag-7,143886
208628,W_Completeren aanvraag,2012/02/14 15:13:58.915,2012/02/14 15:17:25.801,2012/02/12 20:00:26.832,35000,11169,8,1329225238.915,1329225445.801,W_Completeren aanvraag-8,143887
208628,A_ACCEPTED,2012/02/14 15:14:29.715,2012/02/14 15:14:29.715,2012/02/12 20:00:26.832,35000,11169,9,1329225269.715,1329225269.715,A_ACCEPTED-9,143888
208628,O_SELECTED,2012/02/14 15:16:36.658,2012/02/14 15:16:36.658,2012/02/12 20:00:26.832,35000,11169,10,1329225396.658,1329225396.658,O_SELECTED-10,143889
208628,A_FINALIZED,2012/02/14 15:16:36.659,2012/02/14 15:16:36.659,2012/02/12 20:00:26.832,35000,11169,11,1329225396.659,1329225396.659,A_FINALIZED-11,143890
208628,O_CREATED,2012/02/14 15:17:24.420,2012/02/14 15:17:24.420,2012/02/12 20:00:26.832,35000,11169,12,1329225444.42,1329225444.42,O_CREATED-12,143891
208628,O_SENT,2012/02/14 15:17:24.462,2012/02/14 15:17:24.462,2012/02/12 20:00:26.832,35000,11169,13,1329225444.462,1329225444.462,O_SENT-13,143892
208628,W_Nabellen offertes,2012/02/21 19:53:16.289,2012/02/21 19:56:37.254,2012/02/12 20:00:26.832,35000,11309,14,1329846796.289,1329846997.254,W_Nabellen offertes-14,143893
208628,W_Nabellen offertes,2012/02/23 12:53:40.511,2012/02/23 12:55:25.752,2012/02/12 20:00:26.832,35000,11201,15,1329994420.511,1329994525.752,W_Nabellen offertes-15,143894
208628,W_Nabellen offertes,2012/03/02 11:27:57.782,2012/03/02 11:28:25.659,2012/02/12 20:00:26.832,35000,11259,16,1330680477.782,1330680505.659,W_Nabellen offertes-16,143895
208628,O_SENT_BACK,2012/03/02 11:28:23.684,2012/03/02 11:28:23.684,2012/02/12 20:00:26.832,35000,11259,17,1330680503.684,1330680503.684,O_SENT_BACK-17,143896
208628,W_Valideren aanvraag,2012/03/06 12:02:02.175,2012/03/06 12:40:21.695,2012/02/12 20:00:26.832,35000,10138,18,1331028122.175,1331030421.695,W_Valideren aanvraag-18,143897
208628,W_Nabellen incomplete dossiers,2012/03/06 13:21:16.069,2012/03/06 13:22:46.726,2012/02/12 20:00:26.832,35000,10138,19,1331032876.069,1331032966.726,W_Nabellen incomplete dossiers-19,143898
208628,W_Nabellen incomplete dossiers,2012/03/06 15:21:49.875,2012/03/06 15:24:07.032,2012/02/12 20:00:26.832,35000,10932,20,1331040109.875,1331040247.032,W_Nabellen incomplete dossiers-20,143899
208628,W_Nabellen incomplete dossiers,2012/03/06 15:29:35.958,2012/03/06 15:32:03.296,2012/02/12 20:00:26.832,35000,11009,21,1331040575.958,1331040723.296,W_Nabellen incomplete dossiers-21,143900
208628,W_Nabellen incomplete dossiers,2012/03/06 15:33:31.866,2012/03/06 15:38:26.454,2012/02/12 20:00:26.832,35000,11009,22,1331040811.866,1331041106.454,W_Nabellen incomplete dossiers-22,143901
208628,W_Nabellen incomplete dossiers,2012/03/06 15:40:00.367,2012/03/06 15:42:06.777,2012/02/12 20:00:26.832,35000,11009,23,1331041200.367,1331041326.777,W_Nabellen incomplete dossiers-23,143902
208628,W_Nabellen incomplete dossiers,2012/03/06 21:20:11.701,2012/03/06 21:20:45.117,2012/02/12 20:00:26.832,35000,11181,24,1331061611.701,1331061645.117,W_Nabellen incomplete dossiers-24,143903
208628,W_Nabellen incomplete dossiers,2012/03/06 21:29:58.261,2012/03/06 22:03:26.380,2012/02/12 20:00:26.832,35000,11169,25,1331062198.261,1331064206.38,W_Nabellen incomplete dossiers-25,143904
208628,W_Nabellen incomplete dossiers,2012/03/07 16:56:21.678,2012/03/07 16:56:33.471,2012/02/12 20:00:26.832,35000,10899,26,1331132181.678,1331132193.471,W_Nabellen incomplete dossiers-26,143905
208628,W_Valideren aanvraag,2012/03/08 09:35:44.969,2012/03/08 09:50:03.940,2012/02/12 20:00:26.832,35000,10138,27,1331192144.969,1331193003.94,W_Valideren aanvraag-27,143906
208628,W_Nabellen incomplete dossiers,2012/03/08 10:25:45.889,2012/03/08 10:30:11.160,2012/02/12 20:00:26.832,35000,11009,28,1331195145.889,1331195411.16,W_Nabellen incomplete dossiers-28,143907
208628,W_Nabellen incomplete dossiers,2012/03/08 10:35:44.073,2012/03/08 10:47:37.945,2012/02/12 20:00:26.832,35000,11009,29,1331195744.073,1331196457.945,W_Nabellen incomplete dossiers-29,143908
208628,W_Nabellen incomplete dossiers,2012/03/10 11:24:06.795,2012/03/10 11:27:15.741,2012/02/12 20:00:26.832,35000,10909,30,1331371446.795,1331371635.741,W_Nabellen incomplete dossiers-30,143909
208628,W_Nabellen incomplete dossiers,2012/03/12 11:17:17.304,2012/03/12 11:22:22.997,2012/02/12 20:00:26.832,35000,10909,31,1331543837.304,1331544142.997,W_Nabellen incomplete dossiers-31,143910
208628,W_Nabellen incomplete dossiers,2012/03/12 16:50:40.667,2012/03/12 16:52:12.941,2012/02/12 20:00:26.832,35000,11201,32,1331563840.667,1331563932.941,W_Nabellen incomplete dossiers-32,143911
205960,A_SUBMITTED,2012/02/02 18:35:18.180,2012/02/02 18:35:18.180,2012/02/02 18:35:18.180,5000,112,1,1328200518.18,1328200518.18,A_SUBMITTED-1,132635
205960,A_PARTLYSUBMITTED,2012/02/02 18:35:18.616,2012/02/02 18:35:18.616,2012/02/02 18:35:18.180,5000,112,2,1328200518.616,1328200518.616,A_PARTLYSUBMITTED-2,132636
205960,A_PREACCEPTED,2012/02/02 18:36:36.834,2012/02/02 18:36:36.834,2012/02/02 18:35:18.180,5000,112,3,1328200596.834,1328200596.834,A_PREACCEPTED-3,132637
205960,W_Completeren aanvraag,2012/02/02 19:33:53.775,2012/02/02 19:35:18.276,2012/02/02 18:35:18.180,5000,11119,4,1328204033.775,1328204118.276,W_Completeren aanvraag-4,132638
